0.001272|0.001264|0.001160|0.001042|0.001017|0.001304|0.001423|0.001614|0.002415|0.002606|0.003309|0.003437|0.003681|0.003777|0.003642|0.004471|0.005483|0.008418|0.006425|0.004772|0.008462|0.010941|0.005888|0.004156
0.001609|0.001191|0.001081|0.001029|0.001074|0.001319|0.001709|0.001749|0.002340|0.003848|0.005136|0.006835|0.004327|0.004550|0.004796|0.004940|0.006649|0.009822|0.007044|0.006756|0.008098|0.006553|0.005976|0.001875
0.000722|0.000107|0.000108|0.000109|0.000110|0.000110|0.000110|0.000111|0.000116|0.000121|0.000124|0.000125|0.000129|0.000134|0.000138|0.000147|0.000155|0.000181|0.000200|0.000222|0.000294|0.000426|0.000677|0.000937
0.001582|0.001453|0.001287|0.001304|0.001291|0.001472|0.001891|0.001446|0.001984|0.002248|0.002878|0.003533|0.002901|0.004181|0.003857|0.004081|0.004736|0.008359|0.006497|0.004023|0.006940|0.006321|0.003712|0.002811
0.001390|0.001152|0.000998|0.000949|0.000959|0.001171|0.001687|0.001401|0.001896|0.002320|0.002752|0.003416|0.003060|0.003408|0.003494|0.004128|0.005269|0.008732|0.006386|0.004256|0.005662|0.007941|0.005889|0.002937
0.001597|0.000987|0.000888|0.000906|0.000960|0.001300|0.001667|0.001427|0.001775|0.002325|0.002681|0.003298|0.002686|0.003215|0.003639|0.004079|0.005941|0.008943|0.006315|0.004142|0.006226|0.007996|0.006097|0.003685
0.001920|0.001186|0.001092|0.001069|0.001035|0.001373|0.001585|0.001444|0.002364|0.003942|0.004059|0.004017|0.003219|0.003427|0.003892|0.004204|0.005358|0.009197|0.006890|0.004569|0.008350|0.007157|0.006440|0.003290
0.001850|0.001300|0.001074|0.001080|0.000997|0.001247|0.001408|0.001783|0.002365|0.003258|0.003570|0.004375|0.003587|0.005033|0.003922|0.004508|0.005397|0.008988|0.006358|0.004888|0.006756|0.008903|0.006787|0.002727
0.002085|0.001200|0.000982|0.000899|0.000908|0.001123|0.001618|0.001404|0.001878|0.002433|0.003016|0.003313|0.002809|0.002835|0.003563|0.003531|0.005729|0.009939|0.007201|0.004688|0.007008|0.006522|0.007983|0.003006
0.002324|0.001461|0.001303|0.001308|0.001354|0.001521|0.001847|0.001600|0.001917|0.002507|0.002864|0.003300|0.002707|0.002944|0.002959|0.003328|0.004364|0.007863|0.005930|0.004560|0.005500|0.007777|0.005279|0.003112
0.001882|0.001381|0.001276|0.001240|0.001275|0.001508|0.001744|0.001492|0.001725|0.002160|0.002697|0.003622|0.002870|0.003528|0.003289|0.003028|0.004352|0.008272|0.006034|0.004783|0.005961|0.006998|0.005442|0.003363
0.001798|0.001240|0.001211|0.001214|0.001192|0.001365|0.001731|0.001473|0.001719|0.002599|0.002908|0.003214|0.002804|0.002909|0.003091|0.003192|0.004674|0.008359|0.006243|0.004704|0.006504|0.007561|0.006600|0.003453
0.001996|0.001450|0.001316|0.001295|0.001288|0.001528|0.001783|0.001450|0.001826|0.003003|0.003058|0.003695|0.002783|0.003129|0.002980|0.002990|0.004860|0.008370|0.006490|0.005089|0.006627|0.007999|0.005971|0.003272
0.001850|0.001477|0.001150|0.001106|0.001066|0.001347|0.001630|0.001471|0.001973|0.004189|0.003667|0.003670|0.003617|0.003023|0.003451|0.003822|0.005103|0.008140|0.006579|0.004810|0.007792|0.007745|0.007431|0.004379
0.003259|0.001879|0.001550|0.001555|0.001570|0.001812|0.002020|0.002318|0.003097|0.004595|0.005334|0.005332|0.004997|0.007030|0.004451|0.005714|0.006533|0.011002|0.008130|0.006081|0.007907|0.008637|0.005976|0.003387
0.001882|0.001384|0.001173|0.001073|0.001024|0.001272|0.001618|0.001346|0.001621|0.002003|0.002413|0.002933|0.002743|0.002786|0.002866|0.002980|0.004439|0.007923|0.006449|0.004377|0.007094|0.006129|0.007333|0.003199
0.002432|0.001730|0.001581|0.001551|0.001589|0.001825|0.002031|0.001701|0.002056|0.002598|0.002801|0.003429|0.002946|0.002832|0.002973|0.003379|0.004982|0.008491|0.006669|0.004476|0.006856|0.007081|0.007030|0.002726
0.002259|0.001618|0.001440|0.001477|0.001507|0.001560|0.001910|0.001673|0.001894|0.002277|0.002827|0.003579|0.002652|0.002829|0.003180|0.003252|0.005045|0.008351|0.006475|0.004752|0.006921|0.005727|0.003553|0.002585
