0.000496|0.000513|0.000484|0.000496|0.000518|0.000502|0.000484|0.000522|0.000688|0.001162|0.001244|0.001303|0.001439|0.001498|0.001740|0.001915|0.002029|0.001362|0.000759|0.000772|0.001264|0.001802|0.001785|0.001126
0.000664|0.000552|0.000516|0.000494|0.000513|0.000500|0.000559|0.000576|0.000568|0.001234|0.001481|0.001594|0.002241|0.002147|0.001958|0.002131|0.002473|0.001452|0.000776|0.000689|0.000956|0.001554|0.002209|0.001314
0.000332|0.000030|0.000032|0.000032|0.000032|0.000032|0.000032|0.000032|0.000032|0.000032|0.000032|0.000037|0.000038|0.000038|0.000041|0.000048|0.000049|0.000052|0.000057|0.000060|0.000070|0.000090|0.000155|0.000247
0.000601|0.000717|0.000566|0.000585|0.000666|0.000631|0.000580|0.000570|0.000554|0.000595|0.000851|0.001039|0.001240|0.001207|0.001416|0.001479|0.001503|0.001149|0.000574|0.000581|0.000971|0.002501|0.001518|0.000883
0.000737|0.000512|0.000389|0.000457|0.000535|0.000562|0.000480|0.000504|0.000556|0.000527|0.001009|0.001117|0.001266|0.001324|0.001308|0.001357|0.001620|0.001210|0.000537|0.000560|0.000933|0.001974|0.001810|0.002277
0.000852|0.000487|0.000366|0.000386|0.000474|0.000577|0.000541|0.000534|0.000567|0.000536|0.000795|0.001074|0.001171|0.001260|0.001343|0.001557|0.001860|0.001200|0.000504|0.000621|0.001013|0.001401|0.001079|0.001513
0.000783|0.000663|0.000525|0.000491|0.000542|0.000559|0.000557|0.000512|0.000681|0.001057|0.001223|0.001303|0.001469|0.001490|0.001486|0.001945|0.002252|0.001733|0.000714|0.000740|0.001348|0.001499|0.001784|0.001515
0.001259|0.000612|0.000573|0.000605|0.000585|0.000567|0.000547|0.000648|0.000812|0.001208|0.001472|0.001799|0.001768|0.001874|0.001977|0.002466|0.002489|0.001088|0.000618|0.000718|0.001113|0.001486|0.001495|0.000820
0.000657|0.000515|0.000400|0.000377|0.000386|0.000423|0.000428|0.000449|0.000505|0.000610|0.000983|0.001446|0.001961|0.001813|0.002337|0.002514|0.003233|0.001440|0.000664|0.000793|0.001249|0.002260|0.002979|0.001934
0.001159|0.000629|0.000636|0.000589|0.000596|0.000601|0.000520|0.000634|0.000561|0.000720|0.000995|0.001536|0.001910|0.001991|0.001975|0.002222|0.002545|0.001458|0.000639|0.000997|0.001139|0.002871|0.002402|0.001677
0.000906|0.000669|0.000590|0.000621|0.000661|0.000615|0.000562|0.000600|0.000570|0.000681|0.001077|0.001718|0.002078|0.002101|0.002266|0.002223|0.002682|0.001523|0.000648|0.000930|0.001629|0.002120|0.001978|0.001736
0.000919|0.000729|0.000625|0.000577|0.000585|0.000578|0.000590|0.000555|0.000549|0.000837|0.001373|0.001929|0.002148|0.002334|0.002471|0.002595|0.002992|0.001469|0.000823|0.000890|0.001699|0.002868|0.002068|0.002196
0.001122|0.000715|0.000596|0.000595|0.000679|0.000614|0.000571|0.000589|0.000697|0.001015|0.001666|0.002059|0.002145|0.002240|0.002197|0.002380|0.002841|0.001754|0.000713|0.001157|0.001656|0.001645|0.001376|0.002242
0.001199|0.000759|0.000578|0.000518|0.000561|0.000590|0.000662|0.000663|0.000853|0.001586|0.001956|0.002198|0.002387|0.002888|0.003126|0.003473|0.003172|0.002377|0.000845|0.001520|0.002323|0.002113|0.002714|0.001832
0.001168|0.000704|0.000581|0.000574|0.000623|0.000572|0.000530|0.000794|0.001058|0.002627|0.002850|0.002956|0.003327|0.003493|0.003773|0.004386|0.004052|0.002113|0.000903|0.001621|0.001972|0.001977|0.001941|0.001033
0.000689|0.000586|0.000464|0.000442|0.000470|0.000488|0.000488|0.000448|0.000520|0.000615|0.001054|0.001561|0.001918|0.002038|0.002028|0.002334|0.002826|0.001404|0.000650|0.000883|0.001559|0.001788|0.002377|0.001577
0.000805|0.000518|0.000521|0.000509|0.000585|0.000517|0.000547|0.000571|0.000546|0.000676|0.001123|0.001505|0.001964|0.001708|0.001873|0.001851|0.002128|0.001253|0.000640|0.000867|0.001746|0.002371|0.002181|0.001439
0.000756|0.000536|0.000510|0.000576|0.000609|0.000568|0.000504|0.000572|0.000536|0.000622|0.000916|0.001301|0.001430|0.001552|0.001761|0.001820|0.001938|0.001170|0.000619|0.000874|0.001519|0.001882|0.001867|0.001408
0.000718|0.000437|0.000403|0.000408|0.000453|0.000416|0.000437|0.000516|0.000484|0.000513|0.000803|0.001272|0.001561|0.001790|0.001859|0.001776|0.002059|0.001240|0.000613|0.000848|0.001417|0.002172|0.001780|0.001460
0.000878|0.000570|0.000518|0.000485|0.000488|0.000428|0.000402|0.000538|0.000553|0.000604|0.000872|0.001245|0.001497|0.001856|0.002147|0.002429|0.003045|0.001439|0.000699|0.001066|0.001979|0.001647|0.001146|0.001615
0.000936|0.000643|0.000523|0.000448|0.000488|0.000512|0.000534|0.000567|0.000858|0.001793|0.002017|0.001846|0.002039|0.002258|0.002440|0.002836|0.002775|0.001907|0.001039|0.001121|0.002020|0.002045|0.001780|0.001450
0.001120|0.000602|0.000487|0.000487|0.000496|0.000520|0.000486|0.000548|0.000840|0.001598|0.001968|0.002095|0.001981|0.002251|0.002465|0.002764|0.002870|0.001885|0.000671|0.001041|0.001550|0.001257|0.001347|0.001058
0.000284|0.000011|0.000011|0.000011|0.000011|0.000011|0.000011|0.000011|0.000012|0.000012|0.000014|0.000015|0.000015|0.000016|0.000017|0.000018|0.000022|0.000028|0.000029|0.000031|0.000053|0.000092|0.000152|0.000191
0.000443|0.000505|0.000378|0.000376|0.000397|0.000310|0.000302|0.000357|0.000424|0.000548|0.000789|0.001279|0.001112|0.001446|0.001742|0.001613|0.001522|0.001052|0.000521|0.000752|0.001400|0.002113|0.001537|0.000894
